0,echo1,echo2,echo3,echo4,shadow5,shadow6,echo7,echo8,echo-contact9,echo-contact10,echo-contact11,echo-contact12,shadow13,shadow14,echo-contact15,echo-contact16
74,44,0,0,0,0,23,0,0,14,25,144,10,15,6,0,9
75,47,0,0,0,0,67,0,0,16,34,147,13,15,0,0,12
76,44,0,0,0,0,132,0,0,0,18,139,15,22,0,0,4
77,40,0,0,0,0,165,0,0,0,0,132,23,28,0,0,6
78,41,0,0,0,1,166,0,0,8,15,133,24,32,0,0,16
79,43,0,2,0,0,161,0,0,52,10,133,26,41,0,0,20
80,43,0,37,0,1,166,0,0,112,8,134,28,56,0,3,0
81,46,0,61,0,1,162,0,0,157,10,139,20,68,0,0,0
82,45,0,102,0,0,147,0,0,225,0,136,22,57,0,0,0
83,38,0,131,0,0,124,0,0,255,0,124,19,36,0,0,1
84,26,0,154,0,0,91,0,0,255,0,102,18,20,0,0,0
85,20,0,165,0,0,65,0,0,255,0,93,12,8,0,0,0
86,13,0,170,0,0,54,0,0,255,0,78,11,0,0,0,9
87,8,0,164,0,0,46,0,0,255,0,69,16,0,0,0,0
88,1,0,139,0,0,45,0,0,255,11,55,18,0,0,0,10
89,0,2,106,0,0,45,0,0,224,26,40,19,0,0,0,21
90,0,0,47,0,0,39,0,0,125,39,32,21,0,0,0,12
91,0,0,27,0,0,32,0,0,93,41,25,9,0,0,0,0
92,0,0,17,0,0,28,0,0,76,48,19,0,0,0,0,0
93,0,0,8,0,0,25,0,0,61,53,27,0,0,0,0,0
94,0,0,0,5,0,28,0,0,36,97,20,0,0,0,38,0
95,0,0,4,9,0,35,0,0,54,106,32,0,0,0,0,0
96,0,0,17,2,0,30,0,0,74,93,46,0,0,0,0,0
97,0,0,30,0,0,15,0,0,96,70,55,5,0,0,0,0
98,5,0,37,0,0,15,0,0,108,59,64,0,0,10,7,0
99,4,0,44,0,0,8,0,0,120,26,60,0,0,16,0,49
100,0,0,24,0,0,0,0,0,85,9,40,0,2,6,0,0
101,0,0,39,0,0,0,0,0,114,32,36,0,0,8,10,0
102,0,0,36,0,0,0,0,0,110,35,33,0,0,6,0,0
103,0,0,40,0,0,0,0,0,116,4,33,0,0,5,0,0
104,0,0,52,0,3,0,0,0,137,1,27,1,0,6,0,0
105,0,0,42,0,1,0,0,0,116,0,24,6,0,6,43,0
106,0,0,49,0,0,0,0,0,130,7,30,3,0,8,0,0
107,0,0,48,0,0,0,0,0,126,3,31,0,0,6,0,1
108,0,0,34,0,0,0,0,0,108,0,28,7,3,7,0,14
109,0,0,31,0,0,0,0,0,100,12,25,6,4,15,0,9
110,0,0,16,0,5,0,0,0,73,4,11,0,5,22,0,0
111,0,0,0,0,3,0,0,0,24,0,2,0,1,29,0,0
112,0,0,0,0,4,0,0,0,28,2,0,0,0,45,0,8
113,0,0,0,0,18,0,0,0,24,20,0,0,0,58,0,1
114,0,0,19,0,40,0,0,0,94,89,0,11,0,68,13,3
115,0,0,51,0,43,0,0,0,136,37,0,21,0,64,5,12
116,0,0,69,0,26,0,0,0,165,29,0,28,2,62,0,1
117,0,0,67,0,15,0,0,0,162,7,0,16,4,53,0,0
118,0,0,41,0,1,0,0,0,113,14,0,0,11,36,0,0
119,0,0,10,0,3,0,0,0,61,33,0,2,31,22,0,1
120,0,0,0,0,38,23,0,0,23,55,0,0,44,5,0,12
121,0,0,0,0,64,69,0,0,21,34,0,0,48,7,4,13
122,0,0,0,0,71,94,0,0,22,28,0,0,37,18,9,31
123,0,0,0,0,68,108,0,0,23,18,0,0,24,40,0,27
124,0,0,0,0,72,86,0,0,14,44,0,0,18,69,0,25
125,0,0,0,0,64,56,0,0,14,60,0,3,26,93,0,27
126,0,0,0,0,60,34,0,0,17,51,0,17,39,109,0,20
127,0,0,0,0,62,25,6,0,2,39,0,17,50,122,0,15
128,0,2,0,0,55,54,0,0,7,11,0,7,64,147,0,32
129,0,0,0,0,52,80,0,0,10,0,0,0,81,175,0,42
130,0,0,0,0,54,93,0,4,10,0,0,0,96,167,0,64
131,0,0,0,0,51,94,6,0,12,0,0,3,107,152,4,46
132,0,0,0,0,48,93,0,0,15,0,0,10,114,163,0,41
133,0,0,0,0,47,84,0,0,16,0,0,10,115,158,4,49
134,0,0,0,0,41,70,0,1,12,0,0,9,106,168,0,56
135,0,0,0,0,26,54,0,4,26,5,0,7,88,182,7,60
136,0,0,0,0,26,70,0,0,27,0,0,4,65,176,0,35
137,0,0,0,0,58,100,0,0,6,0,0,0,58,182,0,23
138,0,0,0,0,92,116,0,0,12,17,32,0,68,170,0,26
139,0,0,0,0,117,112,0,0,25,32,0,0,84,159,0,33
140,0,0,0,0,123,89,0,0,25,35,0,0,97,149,5,28
141,0,0,0,0,117,71,0,0,27,32,0,0,100,137,0,21
142,0,0,0,0,98,48,0,0,11,9,0,0,96,133,0,3
143,0,0,0,0,80,33,0,0,13,35,0,0,85,132,0,9
144,0,0,0,0,92,32,0,0,19,18,0,0,74,126,0,5
145,0,0,0,0,66,37,0,0,15,26,0,0,59,130,0,3
146,0,0,0,0,49,57,0,0,15,50,0,0,39,135,3,15
147,0,0,0,0,57,72,0,0,9,43,0,0,20,132,0,18
148,0,0,0,0,105,59,0,0,6,59,0,0,13,133,0,24
149,0,0,0,0,116,43,0,0,6,45,0,0,22,135,16,23
150,0,0,0,0,95,58,0,0,5,59,0,0,34,133,0,6
151,0,0,0,0,73,76,0,0,1,49,0,0,45,135,6,15
152,0,0,0,0,49,84,0,0,4,40,0,0,61,121,38,0
153,0,0,0,0,45,71,0,0,1,42,0,0,75,112,11,0
154,0,0,0,0,51,35,0,0,7,18,0,0,79,102,11,4
155,0,0,0,0,60,0,0,0,4,0,0,0,78,84,0,14
156,0,0,0,0,89,0,0,0,9,0,0,0,81,59,0,25
157,0,0,0,0,124,0,0,0,10,0,0,0,87,45,0,25
158,0,0,0,0,136,0,0,0,12,0,0,2,97,46,0,7
159,0,0,0,0,149,7,0,0,28,0,0,7,103,55,0,14
160,0,0,0,0,137,6,0,0,48,23,0,13,113,74,0,22
161,0,0,4,0,110,6,0,0,52,1,0,17,117,94,63,24
162,0,0,0,0,110,14,0,0,16,4,0,5,114,105,1,17
163,0,0,0,0,129,12,0,0,20,25,0,0,105,112,0,23
164,0,0,2,0,147,25,0,0,50,44,0,6,101,110,0,15
165,0,0,15,0,164,30,0,0,72,49,0,0,104,102,6,20
166,0,0,31,0,159,42,0,0,99,13,0,0,101,96,0,41
167,0,0,34,0,166,40,0,0,102,4,0,0,91,85,0,47
168,0,0,26,0,193,39,0,0,89,59,0,0,84,74,0,35
169,0,0,2,0,206,40,0,0,45,73,0,0,90,71,4,38
170,0,0,0,0,203,46,0,0,22,18,0,0,102,66,63,26
171,0,0,0,0,182,53,0,0,18,38,0,0,109,57,0,22
172,0,0,0,0,116,57,0,0,26,85,0,0,114,35,0,23
173,0,0,0,1,84,57,0,0,20,98,0,0,109,21,3,21
174,0,0,0,0,66,30,0,0,7,80,0,0,98,11,0,16
175,0,0,0,0,53,24,0,0,40,51,0,0,92,2,0,1
176,0,0,0,0,65,49,0,0,43,48,0,0,89,0,0,0
177,0,0,3,0,83,83,0,0,53,30,0,0,90,0,0,28
178,0,0,11,0,109,99,0,7,78,69,0,18,83,0,0,67
179,0,0,16,13,113,102,0,16,73,113,0,28,79,0,0,81
180,0,0,12,5,79,97,0,6,67,94,0,12,77,0,0,63
181,0,0,0,0,36,116,0,0,36,47,0,0,75,0,0,31
182,0,0,0,60,40,153,0,0,13,26,0,0,74,0,0,13
183,0,0,0,0,62,216,0,0,47,34,0,0,70,0,0,32
184,0,0,0,0,49,227,0,0,11,112,0,0,62,0,0,8
185,0,0,0,0,23,215,0,0,35,110,0,1,60,0,0,3
186,0,0,1,0,22,180,0,0,47,70,0,0,45,0,0,0
187,0,0,9,0,22,151,0,0,59,19,0,0,21,0,4,0
188,0,0,0,0,25,114,0,0,28,8,0,0,2,0,0,0
189,0,0,0,0,30,89,0,0,21,29,0,0,0,0,0,0
190,0,0,0,0,66,51,0,0,33,53,0,0,6,0,0,0
191,0,0,0,0,96,13,0,0,27,63,0,0,29,0,0,0
192,0,0,0,0,74,38,0,0,2,48,0,0,39,0,0,0
193,0,0,0,0,29,82,0,0,16,32,0,0,30,0,22,0
194,0,0,0,0,37,107,0,0,19,34,0,0,10,0,20,0
195,0,0,0,0,49,114,0,0,0,42,0,0,0,0,0,11
196,0,0,0,0,34,114,0,0,10,46,0,3,0,0,0,0
197,0,0,0,0,22,96,0,0,26,44,0,0,0,0,0,0
198,0,0,0,0,57,41,0,0,27,20,6,0,0,0,0,0
199,0,0,0,0,83,11,0,0,18,34,12,0,0,0,0,0
200,0,0,0,0,107,7,0,0,13,25,24,0,0,0,6,0
201,0,0,0,0,113,5,0,0,3,13,32,0,0,0,0,0
202,0,0,2,0,101,28,0,0,5,40,41,0,0,0,11,2
203,0,0,0,0,76,63,0,0,12,55,42,0,0,0,23,0
204,0,0,0,0,31,55,0,0,26,31,49,0,0,0,10,0
205,0,0,0,0,25,31,0,0,35,42,44,2,0,0,0,0
206,0,0,4,0,8,12,0,0,52,102,46,4,0,0,18,2
207,0,0,1,0,52,27,0,0,48,78,54,0,0,1,9,68
208,2,0,0,0,69,64,0,0,38,57,59,0,0,20,3,2
209,0,0,0,15,57,90,0,0,38,125,57,21,0,28,12,0
210,0,0,2,23,62,104,0,0,50,152,56,0,0,34,41,0
211,0,0,10,0,91,116,0,0,64,65,50,0,0,30,33,2
212,0,0,7,0,125,107,0,0,57,72,38,0,5,18,6,0
213,0,0,0,0,134,78,0,0,43,46,27,0,9,15,0,0
214,0,0,0,0,98,48,0,0,24,43,18,0,12,16,0,1
215,0,0,0,11,71,35,0,0,26,113,15,0,23,22,7,0
216,0,0,0,21,68,46,0,0,20,132,8,0,33,28,0,13
217,0,0,0,0,59,57,0,0,33,79,0,0,41,25,0,9
218,0,0,8,0,67,57,0,0,61,71,0,25,43,23,0,19
219,0,0,10,0,64,64,0,0,62,27,0,0,46,17,9,0
220,0,0,0,0,61,68,0,0,33,4,0,0,37,13,12,0
221,0,0,0,0,61,72,0,0,35,17,0,0,1,9,0,9
222,0,0,0,0,58,63,0,0,25,35,0,0,0,13,0,13
223,0,0,0,0,71,48,0,0,10,11,0,0,3,13,0,0
224,0,0,0,0,60,58,0,0,21,21,0,0,22,13,0,0
225,0,0,0,0,17,79,0,0,19,25,0,0,46,7,0,15
226,0,0,0,0,54,97,0,0,22,20,0,0,71,0,0,0
227,0,0,0,0,34,94,0,0,44,37,0,0,84,0,0,0
228,0,0,0,0,43,74,0,0,35,52,0,0,81,0,6,1
229,0,0,0,0,59,56,0,0,24,86,0,0,68,7,0,2
230,0,0,0,11,46,27,0,0,29,113,0,8,60,14,7,14
231,0,0,0,39,8,7,0,0,31,176,0,13,69,26,5,0
232,0,0,0,52,51,0,0,0,43,208,0,11,84,47,45,0
233,0,0,0,59,119,0,0,0,30,226,0,4,107,62,0,10
234,0,0,0,56,138,0,0,0,15,225,0,4,124,80,1,13
235,0,0,0,52,103,0,0,0,27,228,0,0,127,85,4,23
236,0,0,0,43,41,8,0,0,65,251,0,0,119,88,0,16
237,0,0,0,55,46,23,0,0,56,255,0,0,95,83,0,19
238,0,0,0,57,23,32,0,0,50,255,0,0,67,76,0,9
239,0,0,0,68,36,47,0,0,49,255,0,0,41,84,64,11
240,0,0,0,86,44,60,0,0,51,255,0,0,28,101,12,11
241,0,0,0,80,38,60,0,0,27,255,0,0,36,134,20,11
242,0,0,0,73,4,69,0,0,37,255,0,0,65,138,19,21
243,0,0,14,75,19,78,0,0,72,255,0,0,102,141,9,6
244,0,0,21,86,24,71,0,0,82,255,0,0,112,156,18,29
245,0,0,21,103,13,61,0,1,83,255,0,3,116,166,13,55
246,0,0,9,124,18,51,0,5,73,255,0,0,114,169,13,62
247,0,0,0,141,23,54,0,2,40,255,0,14,108,171,0,55
248,0,0,2,153,33,46,0,0,50,255,0,2,97,155,8,52
249,0,0,3,161,13,33,0,0,51,255,0,0,91,150,3,33
250,0,0,7,164,0,28,0,0,58,255,0,11,90,152,0,23
251,0,0,0,172,1,28,0,0,51,255,0,2,82,132,7,34
252,0,0,0,169,0,29,0,0,39,255,0,0,66,118,0,23
253,0,0,0,170,0,29,8,0,43,255,0,0,48,111,0,33
254,0,0,0,162,5,28,0,0,44,255,0,0,25,103,0,23
255,0,0,0,147,6,29,0,0,20,255,0,0,27,117,1,20
256,0,0,0,148,0,26,0,0,28,255,0,0,39,103,0,14
257,0,0,0,138,0,8,0,0,22,255,0,0,49,89,3,9
258,0,0,0,124,1,0,0,0,18,255,0,0,48,63,0,16
259,0,0,0,106,27,11,0,0,10,255,0,0,43,34,0,28
260,0,0,6,79,0,12,0,0,59,255,33,0,42,16,0,29
261,0,0,20,44,0,2,0,0,79,255,0,30,0,0,7,35
262,11,0,0,45,10,0,70,0,0,0,0,82,0,0,36,43
263,4,0,0,54,16,46,121,0,0,7,0,115,0,0,53,59
264,22,0,0,58,20,0,152,0,0,0,0,0,0,0,0,0
265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,0,0,9,0,130,0,0,71,60,0,0,0,63,19,0,185
269,0,0,0,0,83,0,0,63,23,0,0,0,72,21,3,173
270,0,0,0,0,41,0,0,62,20,0,0,0,71,12,0,166
271,0,0,0,0,38,0,0,66,28,0,0,0,63,2,7,175
272,0,0,0,0,21,8,0,72,26,0,0,0,49,0,18,185
273,0,0,0,0,57,18,0,78,41,0,0,0,27,0,8,198
274,0,0,10,0,63,22,0,84,61,0,0,0,16,0,0,203
275,0,0,0,0,31,32,0,78,42,0,0,0,17,0,0,195
276,0,0,0,0,8,66,0,65,24,0,0,4,27,0,0,171
277,0,0,0,0,10,88,0,50,17,8,0,5,32,0,0,142
278,0,0,0,0,2,114,0,13,16,35,0,0,34,0,0,78
279,0,0,0,0,26,135,0,0,1,41,0,0,28,0,0,38
280,0,0,0,0,6,157,0,0,8,31,0,0,8,0,0,18
281,0,0,0,0,0,174,0,0,31,23,0,0,0,0,0,25
282,0,0,10,0,18,203,0,0,62,37,0,0,0,0,0,33
283,0,0,0,0,38,221,0,2,27,20,0,0,0,0,0,74
284,0,0,0,0,50,229,0,17,32,15,0,0,7,0,0,85
285,0,0,0,0,58,207,0,16,18,23,0,0,25,0,0,82
286,0,0,0,0,55,165,0,4,8,33,0,0,28,0,0,61
287,0,0,0,0,52,138,0,0,11,33,0,0,30,0,0,43
288,0,0,0,0,49,136,0,0,4,28,0,0,30,0,0,23
289,0,0,0,0,38,141,0,0,17,24,0,0,24,0,0,17
290,0,0,0,0,31,141,0,0,34,52,0,3,23,0,0,43
291,0,0,0,0,29,135,0,0,57,72,0,2,21,0,0,43
292,0,0,0,0,13,122,0,0,46,56,0,0,22,0,0,38
293,0,0,0,0,31,109,0,0,15,62,0,0,31,0,0,47
294,0,0,0,0,36,97,0,0,20,36,0,0,40,0,0,46
295,0,0,0,0,55,89,0,0,41,19,0,0,46,0,0,15
296,0,0,0,0,44,83,0,0,40,6,0,1,48,0,0,1
297,0,0,0,0,29,73,0,0,30,10,0,0,47,0,4,0
298,0,0,0,0,28,58,0,0,47,27,0,0,45,0,0,0
299,0,0,0,3,23,48,19,0,20,13,0,0,46,0,0,0
300,0,0,0,0,20,37,0,0,18,45,0,0,48,0,0,0
301,0,0,0,0,8,30,0,0,23,35,0,9,47,0,7,6
302,0,0,0,0,21,41,0,0,23,18,0,8,43,0,0,14
303,0,0,0,0,50,65,0,0,29,19,0,0,45,0,0,12
304,0,0,0,0,78,83,0,0,24,37,0,0,48,0,0,8
305,0,0,0,0,89,98,0,0,13,50,0,0,43,0,0,3
306,0,0,0,0,78,126,0,0,38,78,0,0,34,0,0,6
307,0,0,2,0,56,137,0,0,50,66,0,0,28,0,0,2
308,0,0,0,0,83,137,0,0,34,33,0,0,25,0,0,3
309,0,0,10,0,37,121,0,0,64,30,0,0,22,0,0,2
310,0,0,27,0,69,103,0,0,94,24,0,0,17,0,0,0
311,0,0,44,0,103,94,0,0,123,13,0,0,11,0,0,0
312,0,0,71,0,126,98,0,0,169,2,0,0,13,0,0,9
313,0,0,142,0,128,108,0,0,255,0,0,0,16,0,0,1
314,0,0,214,0,122,97,0,0,255,10,0,0,16,0,5,0
315,0,0,255,0,100,72,0,0,255,7,0,0,20,0,0,1
316,0,0,255,0,80,48,0,0,255,17,0,0,22,0,4,8
317,0,0,255,0,63,39,0,0,255,12,0,3,23,0,0,9
318,0,0,255,0,59,40,0,0,255,36,0,2,35,0,0,0
319,0,0,255,0,59,42,0,0,255,61,0,0,57,0,0,63
320,0,0,255,0,62,38,0,0,255,57,1,0,65,0,0,0
321,0,0,249,0,54,36,6,0,255,41,0,0,68,0,0,18
322,0,0,219,0,58,31,0,0,255,17,0,10,61,0,6,10
323,0,0,173,0,75,12,0,0,255,6,0,28,72,0,0,10
324,0,0,144,0,80,0,0,0,255,23,0,44,72,0,36,13
325,0,0,152,0,77,0,0,0,255,16,0,48,60,0,63,17
326,0,0,140,0,102,0,0,0,255,17,0,21,37,0,0,1
327,0,0,132,0,128,1,0,0,255,18,0,6,25,0,0,4
328,0,0,118,0,139,11,0,0,247,24,0,21,19,0,0,27
329,0,0,115,0,150,9,0,0,241,30,0,28,16,0,0,12
330,0,0,111,0,175,7,0,0,234,51,0,38,9,0,3,9
331,0,0,84,0,208,0,0,0,192,49,0,52,0,3,4,13
332,0,1,78,0,232,1,0,0,183,30,0,57,0,14,10,7
333,0,0,74,0,212,3,0,0,173,46,0,49,0,14,19,18
334,0,0,71,0,191,10,0,0,166,46,0,42,0,5,15,29
335,0,0,70,0,198,19,0,0,164,37,0,47,10,5,40,4
336,0,0,86,0,231,13,0,0,194,22,0,49,26,0,31,0
337,0,12,112,0,224,11,0,0,236,18,0,80,38,0,18,0
338,0,26,124,0,191,12,0,0,251,20,0,109,11,0,6,15
339,0,34,122,0,171,14,0,0,250,25,0,123,10,0,0,22
340,0,38,119,0,135,13,0,0,246,17,0,132,5,0,0,12
341,0,20,92,0,103,9,0,0,200,31,0,96,2,0,0,5
342,0,6,46,0,117,0,0,0,124,22,0,69,0,0,3,4
343,0,1,10,0,154,0,0,0,63,31,0,55,0,0,0,5
344,0,0,0,0,164,0,0,0,47,38,0,51,16,0,0,8
345,0,0,1,0,147,4,0,0,48,23,60,48,29,0,0,0
346,0,0,0,0,127,23,0,0,38,10,0,54,32,0,0,0
347,0,14,0,0,121,49,0,0,43,23,0,85,22,0,0,0
348,0,20,15,0,120,69,0,0,74,29,0,98,0,0,0,8
349,0,32,11,0,124,74,0,0,107,30,0,120,0,0,0,10
350,0,47,0,0,110,92,0,0,40,84,0,142,0,0,0,16
351,0,43,0,0,72,130,0,0,45,0,0,133,0,0,0,17
352,0,34,9,0,52,146,0,0,61,0,0,117,0,0,3,5
353,0,15,0,0,59,152,0,0,42,9,0,80,0,0,0,14
354,0,0,0,0,93,135,0,0,24,1,0,44,0,0,0,8
355,0,0,0,0,108,114,0,0,21,13,0,48,0,0,0,14
356,0,0,0,0,114,115,0,0,14,26,0,34,12,0,0,8
357,0,0,0,0,113,121,0,0,41,40,0,46,26,0,0,2
358,0,0,0,0,108,123,0,0,14,28,0,48,38,0,0,2
359,0,0,0,0,70,122,0,0,40,22,0,49,41,0,0,0
360,0,0,4,0,32,102,0,0,54,17,0,49,33,0,0,3
361,0,0,6,0,20,89,0,0,106,11,0,38,19,0,0,26
362,0,0,4,0,25,96,0,0,52,1,0,31,0,0,63,36
363,0,0,0,0,48,115,0,0,40,19,0,21,0,0,0,33
364,0,0,0,0,68,125,0,0,42,34,0,18,0,0,0,9
365,0,0,0,0,74,142,0,0,28,37,0,9,0,0,4,0
366,0,0,0,0,78,167,0,0,25,16,0,22,7,0,0,0
367,0,0,0,0,74,181,0,0,44,34,0,29,8,0,0,0
368,0,0,3,0,70,189,2,0,51,26,0,25,10,0,0,18
369,0,0,0,0,67,189,0,0,43,14,0,11,7,0,63,34
370,0,0,0,55,60,173,0,0,39,29,0,0,0,0,0,17
371,0,0,2,0,51,142,0,0,51,21,0,0,6,13,0,0
372,0,0,16,0,42,129,0,0,79,14,0,0,19,36,0,0
373,0,0,9,0,41,118,0,0,63,57,0,0,12,55,0,0
374,0,0,10,0,58,113,0,0,65,34,0,3,25,70,0,14
375,0,0,7,0,82,83,0,0,57,35,0,12,34,76,0,26
376,0,0,0,0,96,55,0,0,35,23,0,2,35,80,0,34
377,0,0,1,0,107,47,0,1,46,2,0,3,29,71,0,55
378,0,0,3,0,109,53,0,0,50,24,0,0,19,41,0,49
379,0,0,0,0,105,64,0,0,37,12,0,0,19,40,0,34
380,0,0,0,0,101,61,0,0,13,5,12,0,25,19,0,28
381,0,0,0,0,88,44,0,0,82,10,0,0,33,16,0,64
382,0,0,0,0,66,39,0,0,45,27,0,1,43,23,0,7
383,0,0,1,0,34,45,0,0,42,15,0,0,50,31,0,26
384,0,0,2,0,34,35,0,0,49,7,0,0,58,21,3,9
385,0,0,2,0,65,2,0,0,48,37,0,0,61,8,0,10
386,0,0,0,0,79,0,0,0,35,19,0,0,59,0,0,28
387,0,0,0,0,97,1,0,0,35,26,0,0,58,0,0,29
388,0,0,0,0,88,15,0,0,22,62,0,7,62,0,0,35
389,0,0,6,0,60,6,0,0,57,84,0,22,66,0,0,17
390,0,0,17,0,29,0,0,0,75,95,0,33,64,0,4,7
391,0,0,3,0,56,0,0,0,51,59,0,26,61,0,0,21
392,0,0,0,0,79,0,0,0,29,82,0,13,59,0,0,30
393,0,0,0,1,59,3,0,0,36,95,0,7,64,0,0,27
394,0,0,0,24,24,4,0,0,20,157,0,7,77,0,0,30
395,0,0,0,36,18,0,0,0,48,209,0,8,86,0,0,17
396,0,0,3,60,22,0,0,0,68,255,0,7,96,0,0,5
397,0,0,0,102,6,12,0,0,48,255,0,15,99,0,0,23
398,0,0,0,145,22,0,0,0,55,255,0,8,101,0,0,24
399,0,0,1,184,59,0,0,0,47,255,0,4,103,1,0,40
400,0,0,0,205,52,0,0,0,46,255,0,5,98,7,0,22
401,0,0,3,215,33,0,0,0,50,255,0,0,87,9,0,18
402,0,0,0,230,26,13,0,0,40,255,0,0,65,10,0,15
403,0,0,2,226,12,0,0,0,55,255,0,0,0,10,0,24
404,0,0,8,242,0,0,0,0,58,255,0,0,0,9,0,16
405,0,0,15,255,22,0,0,0,72,255,0,0,0,7,0,24
406,0,0,14,255,44,4,0,0,70,255,0,0,0,6,0,20
