0,echo1,echo2,echo3,echo4,shadow5,shadow6,echo7,echo8,echo-contact9,echo-contact10,echo-contact11,echo-contact12,shadow13,shadow14,echo-contact15,echo-contact16
792,0,0,14,6,121,151,0,0,70,98,0,0,80,112,7,26
793,0,0,17,9,132,138,0,0,73,110,0,5,78,114,34,44
794,0,0,0,0,160,123,0,0,29,84,0,9,80,111,0,48
795,0,0,0,1,186,101,0,0,23,25,0,2,79,86,0,45
796,0,0,0,0,161,88,0,0,38,10,0,12,71,84,0,34
797,0,0,0,0,104,70,0,0,32,15,0,9,68,85,0,54
798,0,0,0,0,86,53,0,0,35,33,0,0,78,107,0,49
799,0,0,6,0,81,65,0,0,57,50,0,5,89,138,0,29
800,0,0,13,0,86,100,0,0,66,63,0,27,115,139,0,35
801,0,0,0,0,90,124,0,0,40,54,0,32,149,171,0,36
802,0,0,0,0,87,127,0,0,16,23,0,23,175,206,0,20
803,0,0,0,0,83,121,0,0,21,16,0,13,175,179,0,8
804,0,0,0,0,86,111,0,0,23,53,0,16,153,168,0,35
805,0,0,0,0,141,124,0,0,28,69,0,26,130,149,0,15
806,0,0,21,0,206,152,0,0,82,63,0,33,119,137,0,25
807,0,0,37,0,253,187,0,0,109,27,0,45,130,143,0,33
808,0,5,35,0,240,210,0,0,102,20,0,67,130,142,0,44
809,0,19,5,0,184,239,0,4,53,13,0,93,115,149,0,102
810,0,26,7,0,140,255,0,1,58,4,0,104,88,159,0,54
811,0,27,10,0,139,255,0,0,63,0,0,106,76,151,0,48
812,0,20,11,0,166,255,0,0,59,0,0,91,61,149,0,34
813,0,14,0,0,188,255,0,0,42,4,0,84,59,135,0,15
814,0,13,0,0,189,229,0,0,37,32,0,82,63,112,0,19
815,0,8,7,0,169,206,0,0,58,50,0,73,59,106,0,17
816,0,0,1,0,162,222,0,0,45,52,0,58,61,87,0,0
817,0,0,0,0,146,255,7,0,44,11,0,45,63,96,0,0
818,0,0,0,0,131,255,0,0,48,59,0,43,63,115,0,0
819,0,0,0,0,140,255,0,0,40,72,0,37,59,118,0,0
820,0,0,0,0,176,255,0,0,32,83,0,22,56,138,0,0
821,0,0,0,0,223,254,0,0,38,58,0,16,65,130,0,5
822,0,0,0,0,255,245,0,0,34,37,0,14,88,134,29,0
823,0,0,27,0,255,255,0,0,92,35,0,12,111,141,0,0
824,0,0,28,0,255,255,0,0,96,31,0,6,133,128,0,0
825,0,0,8,0,255,255,0,0,60,21,0,29,143,135,0,0
826,0,2,0,0,255,249,0,0,20,3,0,60,149,137,0,0
827,0,14,14,0,234,192,0,0,69,14,0,85,146,136,0,3
828,0,14,19,0,191,161,0,0,77,25,0,85,128,152,0,0
829,0,4,1,0,141,161,0,0,41,0,0,66,116,141,0,4
830,0,0,0,0,104,179,0,0,39,42,0,57,114,150,51,11
831,0,0,0,0,69,218,0,0,34,11,0,38,116,173,0,12
832,0,0,0,0,64,231,0,0,14,21,0,14,116,176,0,32
833,0,0,0,0,76,252,0,1,18,12,0,0,110,191,0,58
834,0,0,0,0,88,255,0,14,20,7,0,1,112,169,0,80
835,0,0,0,0,88,255,0,20,37,0,0,0,120,151,4,90
836,0,0,0,0,67,255,0,23,44,0,0,8,117,133,3,94
837,0,0,2,0,61,255,0,12,50,1,0,14,96,111,0,76
838,0,0,33,0,133,228,0,0,84,27,0,11,70,118,0,39
839,0,0,45,0,206,171,0,0,123,66,0,1,78,133,8,37
840,0,0,36,0,254,130,0,0,105,70,0,0,108,153,0,36
841,0,0,24,0,255,148,0,0,85,36,0,32,147,205,0,25
842,0,0,8,0,255,166,0,0,59,23,0,0,165,195,0,6
843,0,0,3,0,215,209,0,0,50,10,0,0,186,232,5,2
844,0,0,12,0,143,213,0,0,66,9,0,0,195,241,50,5
845,0,0,13,0,83,198,21,0,69,0,0,0,190,221,0,14
846,0,0,21,0,102,179,0,0,79,11,0,10,187,222,2,31
847,0,0,15,0,165,157,0,0,71,15,0,19,173,190,9,23
848,0,0,26,0,104,117,0,0,91,0,0,26,135,179,2,17
849,0,0,50,0,89,88,0,0,128,0,0,26,94,182,0,0
850,0,0,34,0,141,78,2,0,103,24,0,22,81,153,4,0
851,0,0,12,0,171,85,0,0,64,61,0,10,83,143,0,0
852,0,0,9,0,185,79,0,0,61,81,0,6,99,120,0,2
853,0,0,13,0,172,58,0,0,70,62,0,3,105,109,0,0
854,0,0,21,0,134,35,0,0,84,26,0,0,99,108,0,5
855,0,0,0,0,106,76,0,0,41,30,0,0,96,98,0,19
856,0,0,0,0,120,157,0,0,28,34,0,0,91,91,0,10
857,0,0,0,0,132,230,0,0,7,36,6,36,106,90,0,4
858,0,0,0,0,128,255,0,0,26,40,5,53,142,69,13,0
859,0,0,0,0,89,255,0,0,43,42,4,52,181,61,2,0
860,0,3,4,0,50,255,0,0,53,78,1,62,203,50,0,12
861,0,5,1,0,43,234,0,0,49,60,3,65,200,34,0,4
862,0,0,1,0,44,199,0,0,46,51,16,41,175,26,7,19
863,0,0,2,0,88,177,0,0,96,16,18,37,139,7,4,31
864,0,0,0,0,175,168,0,0,36,27,22,21,92,11,1,37
865,0,0,0,0,197,178,0,0,26,47,16,5,74,6,0,41
866,0,0,0,0,195,193,0,0,19,38,12,20,82,5,0,46
867,0,0,0,0,183,242,0,0,30,74,11,31,94,16,0,31
868,0,0,5,0,178,255,0,0,54,7,1,29,108,2,0,22
869,0,0,8,0,137,255,0,0,60,17,2,18,102,1,0,8
870,0,0,0,0,79,255,0,0,40,20,0,5,84,4,0,2
871,0,0,0,0,63,255,0,0,12,48,0,8,79,20,0,0
872,0,0,0,0,89,255,0,0,18,71,0,0,77,47,0,0
873,0,0,0,0,120,228,0,0,26,57,0,0,87,65,0,0
874,0,0,0,0,176,218,0,0,15,27,0,0,97,86,6,0
875,0,0,0,0,228,228,0,0,10,2,0,0,112,111,2,4
876,0,0,0,0,248,233,0,0,2,6,0,0,134,118,2,3
877,0,0,0,0,233,229,0,0,10,34,0,0,144,129,7,7
878,0,0,11,0,178,212,0,0,21,47,0,0,150,133,11,5
879,0,0,0,0,137,157,0,0,25,19,0,0,156,128,0,13
880,0,0,0,0,101,43,0,0,13,37,0,8,159,124,0,18
881,0,0,5,0,81,49,0,0,53,72,0,25,166,129,46,0
882,0,0,8,2,77,50,0,0,60,88,0,17,165,129,0,14
883,0,0,0,0,111,29,0,0,43,80,0,20,153,137,0,15
884,0,0,0,0,142,13,0,0,23,74,0,29,146,130,0,15
885,0,0,0,0,163,34,0,0,4,35,0,35,145,133,0,5
886,0,0,0,0,161,58,0,0,9,30,0,15,153,127,9,7
887,0,0,0,0,142,101,0,0,41,52,0,0,170,113,0,15
888,0,0,0,0,129,131,0,0,39,55,0,9,182,109,2,20
889,0,0,0,0,146,117,0,0,37,57,0,33,175,100,0,26
890,0,0,1,0,138,82,0,0,48,56,0,55,164,100,0,28
891,0,10,12,0,159,47,0,2,67,51,0,76,150,100,0,19
892,0,28,19,0,182,40,0,0,77,37,0,109,131,101,0,13
893,0,37,11,0,216,30,0,0,64,62,0,124,107,111,0,6
894,0,33,0,0,210,22,0,0,43,47,0,115,91,118,0,6
895,0,11,0,0,170,28,0,0,36,62,0,73,78,125,40,15
896,0,0,0,0,117,48,0,0,31,81,0,50,82,131,0,23
897,0,0,0,6,96,53,0,0,37,103,0,34,94,139,0,36
898,0,0,0,1,83,75,0,0,29,87,0,33,91,148,0,48
899,0,0,0,0,114,87,0,0,31,120,0,39,96,160,0,50
900,0,0,0,6,120,87,0,0,31,99,0,38,113,166,0,46
901,0,0,0,12,104,73,0,0,37,118,0,21,147,182,0,33
902,0,0,0,20,84,60,0,0,34,138,0,23,183,182,0,34
903,0,0,0,32,71,50,0,0,24,165,0,22,204,182,0,42
904,0,0,0,36,64,37,0,0,25,174,0,22,204,173,7,37
905,0,0,0,30,42,22,0,0,14,161,0,19,186,142,1,25
906,0,0,0,36,58,8,0,0,10,181,0,17,163,140,16,18
907,0,0,0,60,91,4,0,0,28,254,0,43,146,130,18,7
908,0,3,0,64,110,10,0,0,36,255,0,63,139,133,7,7
909,0,11,0,66,123,21,0,0,40,255,0,76,131,125,6,0
910,0,18,0,80,117,26,0,0,46,255,0,88,120,126,9,13
911,0,19,24,103,95,63,0,0,85,255,0,91,110,130,4,23
912,0,16,35,128,67,102,0,0,105,255,0,101,106,124,0,21
913,0,1,48,156,60,103,0,0,141,255,0,54,107,105,5,22
914,0,0,47,168,92,100,0,0,125,255,0,22,111,88,0,6
915,0,0,34,164,131,97,0,0,103,255,0,7,114,79,0,0
916,0,0,24,144,151,94,0,0,89,255,0,5,114,83,63,12
917,0,0,17,107,157,121,5,0,74,255,0,5,117,82,0,23
918,0,0,19,81,150,148,0,0,78,255,0,0,123,73,3,18
919,0,0,14,65,137,152,0,0,70,239,0,0,125,63,0,20
920,0,0,19,46,109,173,0,0,77,195,0,16,139,49,2,17
921,0,0,13,33,86,213,0,0,67,167,0,28,152,41,0,2
922,0,0,18,41,99,237,0,0,76,188,0,34,164,37,0,0
923,0,0,24,46,123,221,0,0,85,196,0,34,156,30,0,4
924,0,0,8,39,145,200,0,0,57,180,0,33,147,27,0,11
925,0,0,0,22,167,200,0,0,39,138,0,25,129,26,0,10
926,0,0,0,16,164,235,0,0,39,126,0,11,120,21,0,5
927,0,0,0,6,149,255,0,0,43,97,0,11,123,17,0,2
928,0,0,0,0,136,254,0,0,41,69,0,2,121,12,0,0
929,0,0,0,0,120,236,0,0,38,53,0,0,120,14,0,0
930,0,0,0,0,131,241,0,0,45,59,0,0,113,16,9,0
931,0,0,0,0,157,255,0,0,28,83,0,16,103,32,0,6
932,0,0,0,0,183,255,0,0,35,76,0,11,100,39,0,8
933,0,0,0,0,205,255,0,0,20,37,0,17,92,45,0,0
934,0,0,0,0,172,249,0,0,40,42,0,3,87,47,0,0
935,0,0,1,2,118,192,4,0,47,35,0,9,74,43,0,0
936,0,0,3,0,100,135,0,0,50,26,0,3,53,40,0,0
937,0,0,0,0,97,105,0,0,41,60,0,13,38,37,0,23
938,0,0,0,0,80,130,0,0,33,55,0,15,33,37,0,36
939,0,0,0,0,54,152,0,0,16,38,0,19,33,29,0,19
940,0,0,0,0,71,149,0,0,18,47,0,16,38,20,0,0
941,0,0,0,0,113,158,0,0,42,52,0,11,53,17,0,0
942,0,0,0,0,135,187,0,0,30,38,0,4,72,29,0,11
943,0,0,0,0,171,200,0,6,13,48,0,3,90,59,21,13
944,0,0,0,0,207,187,0,0,20,38,0,0,84,77,0,7
945,0,0,0,0,248,181,0,0,34,17,0,0,67,125,9,0
946,0,0,0,0,233,216,0,0,35,3,0,0,66,133,63,0
947,0,0,0,0,196,242,0,0,14,7,0,0,70,159,0,0
948,0,0,0,7,139,242,3,0,14,18,0,2,85,178,2,0
949,5,0,0,0,131,202,0,0,26,21,0,13,101,157,0,0
950,0,0,0,0,150,164,0,0,22,51,4,20,114,160,0,3
951,0,0,0,0,165,176,0,0,41,28,0,24,119,162,0,9
952,0,0,9,0,166,202,0,0,61,7,0,24,115,134,0,23
953,0,0,27,0,163,251,0,0,91,23,0,23,119,146,51,25
954,0,0,33,0,124,255,0,0,101,4,0,37,125,122,0,6
955,0,0,15,0,82,255,0,0,70,32,0,45,118,139,0,0
956,0,0,0,0,100,255,0,0,32,66,0,50,101,136,0,0
957,0,0,0,0,100,225,0,0,39,75,0,49,85,133,0,0
958,0,0,0,0,104,177,0,0,40,70,0,39,70,130,0,0
959,0,0,8,0,115,143,0,22,60,52,0,14,53,114,0,0
960,0,0,0,0,149,143,0,0,31,64,0,0,41,96,33,2
961,0,0,0,0,169,167,0,0,13,45,0,0,41,78,4,27
962,0,0,0,0,185,202,0,0,2,30,0,3,47,49,0,54
963,0,0,0,0,203,207,0,0,38,22,0,15,61,24,0,53
964,0,0,0,0,198,192,0,2,27,40,0,17,77,6,0,56
965,0,0,0,0,191,200,0,0,8,27,0,8,83,0,0,45
966,0,0,0,0,196,211,0,0,10,3,0,0,73,0,0,48
967,0,0,0,0,177,205,0,0,2,30,0,0,69,2,0,23
968,0,0,0,0,140,206,19,0,5,0,0,0,59,17,0,16
969,0,0,0,0,76,162,0,0,0,22,0,0,49,34,0,9
970,0,0,0,0,55,95,0,0,9,51,0,13,41,45,0,8
971,0,0,0,0,69,103,0,0,19,53,0,28,42,50,3,7
972,0,0,0,0,95,208,0,0,17,39,0,30,62,48,0,10
973,0,0,1,0,119,255,0,0,48,43,12,26,100,42,0,25
974,0,0,12,0,150,255,0,0,67,6,0,20,156,42,0,34
975,0,0,3,0,152,211,0,0,50,6,0,18,197,38,0,19
976,0,0,0,0,138,166,0,0,23,10,0,18,208,38,0,6
977,0,0,0,0,117,144,0,0,26,14,0,14,191,33,0,6
978,0,0,3,0,127,132,0,0,51,20,0,0,146,27,4,0
979,0,0,16,0,146,90,0,0,72,0,0,0,107,19,0,20
980,0,0,17,0,153,51,0,0,74,18,0,10,87,11,0,28
981,0,0,4,0,137,29,0,0,52,41,0,36,93,7,0,26
982,0,0,0,0,107,21,0,0,29,79,0,47,97,0,0,28
983,0,0,0,0,121,45,0,0,14,80,0,49,87,0,5,26
984,0,0,0,2,162,72,0,0,30,89,0,43,73,0,2,51
985,0,0,0,0,157,124,0,0,25,57,0,31,63,0,0,46
986,0,0,0,0,143,151,0,0,11,32,0,18,60,0,0,41
987,0,0,0,0,122,194,0,0,33,47,0,6,60,0,0,63
988,0,0,0,0,132,199,0,0,36,51,0,0,54,0,0,49
989,0,0,0,0,160,182,0,0,35,48,0,3,46,0,0,35
990,0,0,0,0,152,166,0,0,25,32,0,23,30,0,0,45
991,0,0,0,0,122,152,0,0,14,31,0,57,14,0,0,54
992,0,15,0,0,116,127,0,3,10,44,13,84,8,0,0,59
993,0,27,0,0,100,67,0,0,18,45,0,106,15,0,0,41
994,0,40,0,0,73,38,0,0,25,16,0,131,24,0,0,29
995,0,45,0,0,49,17,0,0,33,22,0,145,32,0,0,31
996,0,52,0,0,33,42,0,0,19,6,0,157,35,0,0,9
997,0,57,0,0,25,56,0,0,26,15,0,169,31,0,0,0
998,0,64,0,0,21,61,0,0,26,28,0,176,27,0,0,0
999,0,70,0,0,26,110,0,0,46,36,0,185,20,0,0,0
1000,0,70,19,0,41,169,0,0,77,9,0,185,22,0,14,0
1001,0,73,13,0,70,207,0,0,67,6,0,196,12,0,0,0
1002,0,84,0,0,99,227,0,0,25,36,0,221,17,0,0,0
1003,0,102,0,0,109,215,0,0,25,30,0,253,22,0,18,9
1004,0,118,0,0,93,185,0,0,18,22,0,255,27,0,49,11
1005,0,124,0,0,94,165,0,0,34,63,0,255,33,0,0,15
1006,0,132,0,0,113,169,0,0,38,56,0,255,37,0,11,23
1007,0,137,0,0,103,185,0,0,14,82,0,255,32,0,2,29
1008,0,140,0,0,100,197,0,0,25,44,0,255,24,0,0,35
1009,0,141,19,0,92,213,0,0,79,10,0,255,8,0,0,35
1010,0,134,43,0,93,217,0,0,118,9,0,255,1,0,41,23
1011,0,131,73,0,96,220,0,0,173,15,0,255,11,0,0,13
1012,0,126,111,0,98,210,0,0,236,27,0,255,26,0,0,9
1013,0,120,153,0,111,182,0,0,255,23,0,255,45,2,0,0
1014,0,130,195,0,115,147,0,0,255,39,0,249,61,25,0,37
1015,0,85,222,0,121,129,5,0,255,45,0,212,72,45,0,6
1016,0,75,238,12,134,116,0,0,255,112,0,195,81,72,0,10
1017,0,64,241,34,137,102,0,0,255,168,0,174,80,86,0,22
1018,0,59,230,50,116,89,0,0,255,210,0,163,68,63,0,35
1019,0,48,199,72,86,76,0,0,255,251,0,144,60,45,0,18
1020,0,37,164,90,61,66,0,0,255,255,0,123,76,61,0,8
