0,echo1,echo2,echo3,echo4,shadow5,shadow6,echo7,echo8,echo-contact9,echo-contact10,echo-contact11,echo-contact12,shadow13,shadow14,echo-contact15,echo-contact16
1,0,35,202,27,29,35,0,0,255,147,54,119,125,212,17,39
2,0,23,190,27,22,29,0,0,255,147,56,95,156,223,13,27
3,1,0,188,24,10,13,0,0,255,145,59,40,172,254,10,0
4,5,0,183,26,6,1,0,0,255,153,66,22,172,255,7,0
5,4,0,188,32,4,0,0,0,255,157,62,18,170,255,14,21
6,2,0,190,30,6,0,18,0,255,152,58,4,175,255,8,38
7,0,0,204,31,9,0,0,0,255,164,52,0,172,255,0,35
8,0,0,207,29,7,0,0,0,255,159,42,7,146,255,0,47
9,0,0,187,24,38,0,0,0,255,143,27,18,125,255,0,26
10,0,0,154,12,0,0,0,0,255,109,3,15,97,249,11,15
11,0,34,147,8,7,0,0,0,255,115,0,13,93,217,0,18
12,0,0,126,8,10,0,0,0,255,103,0,2,108,167,2,10
13,0,0,128,18,17,6,0,0,255,131,2,0,147,144,6,4
14,0,0,119,33,9,0,0,0,250,167,1,0,177,117,5,5
15,0,0,119,33,0,0,0,0,249,161,0,0,197,97,0,0
16,0,0,131,14,0,0,0,0,255,114,0,0,204,86,0,0
17,0,0,152,10,0,0,0,0,255,111,0,0,187,80,14,0
18,0,0,171,17,0,0,0,0,255,130,0,0,168,86,63,0
19,0,0,191,41,4,0,0,0,255,181,0,0,177,106,0,16
20,0,0,199,47,23,0,0,0,255,191,0,0,213,158,5,27
21,0,0,197,33,20,0,0,0,255,159,0,0,236,177,0,23
22,0,0,197,29,15,0,0,0,255,154,0,0,247,180,0,30
23,0,0,185,16,11,0,0,0,255,122,0,0,240,181,5,29
24,0,0,182,0,10,0,0,0,255,81,0,0,157,179,16,0
25,0,0,188,14,24,0,0,0,255,118,0,0,98,176,20,0
26,0,0,179,40,31,4,0,0,255,180,0,0,136,182,37,26
27,0,1,164,50,36,18,0,0,255,199,0,0,165,190,47,0
28,0,0,152,35,48,28,0,0,255,161,0,0,201,224,31,0
29,0,0,112,14,67,23,0,0,238,115,1,0,211,255,4,14
30,0,0,64,17,86,21,0,0,152,123,10,10,205,255,2,0
31,0,0,45,21,90,13,0,0,125,132,23,15,217,255,0,0
32,0,0,32,20,83,15,0,0,103,128,23,1,213,255,3,4
33,0,0,41,10,81,12,0,0,118,107,17,0,212,255,5,0
34,0,0,66,0,75,6,0,0,158,54,7,4,215,255,33,0
35,0,0,98,0,58,5,0,0,213,49,0,23,216,255,37,0
36,0,0,106,1,60,8,0,0,230,86,0,27,208,255,10,0
37,0,0,105,0,78,16,0,0,229,80,0,26,206,255,0,1
38,0,0,105,0,99,14,0,0,226,64,0,19,199,255,23,11
39,0,0,92,0,128,7,0,0,202,62,0,8,206,255,7,11
40,0,0,57,1,169,43,0,0,142,88,0,0,218,255,19,1
41,0,0,30,0,237,116,0,0,94,65,0,0,227,247,33,12
42,0,0,5,0,255,195,0,0,52,51,0,0,225,216,45,16
43,0,2,0,0,234,234,5,0,30,43,0,0,222,186,60,0
44,0,0,0,0,182,250,8,0,5,45,0,5,230,167,66,47
45,0,0,0,0,160,255,10,0,26,30,0,8,246,161,66,19
46,0,0,0,0,164,255,1,0,27,21,0,11,255,175,52,27
47,0,0,0,0,136,255,0,0,25,39,0,20,255,214,50,41
48,0,0,0,0,114,255,0,0,30,12,11,25,255,249,44,43
49,0,0,0,0,84,235,0,0,15,16,24,20,249,255,16,37
50,0,0,0,0,69,199,0,0,9,22,19,0,218,255,11,32
51,0,0,0,0,80,168,0,0,15,3,2,0,180,255,21,8
52,0,0,0,0,96,158,0,0,29,4,0,28,148,255,22,9
53,0,0,0,6,109,157,0,4,21,20,0,50,130,255,27,24
54,0,6,0,0,110,156,0,0,24,3,0,67,133,255,11,13
55,0,0,0,0,100,159,0,0,24,0,0,46,137,255,17,14
56,0,0,0,0,72,181,0,0,28,0,0,10,146,255,17,25
57,0,0,0,0,52,202,0,0,43,0,0,36,150,255,14,36
58,0,0,4,0,54,224,0,3,52,20,0,30,140,248,19,60
59,0,0,7,0,63,255,0,22,58,0,0,17,133,227,29,92
60,0,0,18,0,50,255,0,13,76,0,0,8,130,247,34,78
61,0,0,11,0,35,255,0,2,64,0,0,0,130,255,32,56
62,0,0,7,0,29,255,0,0,60,0,0,14,125,255,12,46
63,0,0,3,0,29,255,0,0,58,0,0,38,125,255,31,39
64,0,0,0,0,35,255,2,0,37,0,0,20,125,255,46,37
65,0,0,0,0,39,255,0,0,21,7,2,0,133,255,37,37
66,0,0,0,49,43,255,0,0,7,20,0,0,147,255,29,26
67,0,0,0,0,38,255,0,0,2,23,0,0,171,255,35,39
68,0,0,0,0,29,255,7,0,11,0,0,0,186,255,54,25
69,0,0,3,0,11,255,0,0,41,25,0,1,201,255,47,9
70,0,0,2,0,23,255,0,0,48,20,0,1,197,255,25,0
71,0,0,0,0,35,255,0,0,29,51,0,0,200,255,6,0
72,0,0,0,0,59,255,0,0,22,65,0,9,201,255,13,9
73,0,0,0,0,92,255,0,0,15,22,7,3,200,255,39,21
74,0,0,0,0,134,208,0,0,22,9,20,1,183,255,15,13
75,0,0,0,0,160,173,0,0,8,0,22,2,160,255,17,15
76,0,0,0,0,155,176,0,0,3,19,22,1,132,255,24,40
77,0,0,0,0,136,197,0,0,12,21,15,15,133,255,35,50
78,0,0,0,0,103,222,0,5,8,29,1,23,148,255,50,62
79,0,0,0,0,63,229,7,3,24,22,0,36,175,255,61,57
80,0,0,0,0,47,228,7,0,32,31,0,41,192,255,62,44
81,0,0,4,0,43,248,0,2,53,31,0,49,200,246,44,57
82,0,0,0,0,43,255,0,3,38,26,0,32,173,205,19,58
83,0,0,0,0,48,255,0,0,28,30,0,1,139,162,16,37
84,0,0,0,0,57,229,0,0,25,63,0,0,106,126,0,49
85,0,0,0,0,79,181,0,4,26,55,0,1,73,97,0,60
86,0,0,4,0,81,160,32,0,53,20,2,11,65,75,6,54
87,0,0,16,0,44,147,0,0,72,55,14,4,76,50,6,35
88,0,0,19,0,20,133,0,0,78,55,26,0,90,40,9,46
89,0,0,29,0,0,121,0,2,97,11,43,1,110,26,0,58
90,0,0,22,0,6,133,0,1,81,18,52,3,124,9,0,54
91,9,0,22,0,55,155,0,0,84,20,74,0,132,0,0,27
92,9,0,12,0,69,136,0,0,64,30,72,0,136,0,0,17
93,18,0,0,0,59,94,0,0,35,58,90,11,118,0,0,18
94,33,0,0,0,50,57,0,0,16,34,117,9,92,0,0,12
95,41,0,0,0,27,46,0,0,34,3,133,9,38,0,0,0
96,48,0,0,0,6,43,0,0,16,0,145,9,17,0,0,3
97,44,0,0,0,11,91,0,0,6,13,142,9,15,0,0,20
98,42,0,27,0,23,128,0,0,1,3,136,17,16,0,0,26
99,34,0,0,0,29,158,0,0,13,18,124,23,20,0,0,27
100,26,0,0,0,24,148,0,0,27,23,109,30,25,0,2,28
101,23,0,7,0,27,143,0,0,59,34,102,43,33,0,12,21
102,24,0,40,0,30,159,0,0,114,37,100,41,47,0,5,1
103,25,0,75,0,39,159,0,0,175,33,100,34,60,0,0,0
104,29,0,121,0,45,136,0,0,252,1,107,3,47,0,0,0
105,17,0,162,0,53,106,0,0,255,38,86,14,32,0,0,0
106,6,0,193,0,49,50,1,0,255,34,65,26,18,0,0,0
107,0,0,210,0,40,19,0,0,255,30,55,24,12,0,0,1
108,0,0,228,0,26,1,0,0,255,1,41,19,2,0,8,8
109,0,0,219,0,16,0,0,0,255,5,32,22,0,0,0,5
110,0,0,224,0,17,0,21,0,255,16,23,26,0,0,0,1
111,0,0,209,0,25,0,0,0,255,7,18,31,0,0,0,19
112,0,0,192,0,28,1,0,0,255,0,15,22,0,0,0,2
113,0,0,162,0,22,5,0,0,255,8,17,16,0,0,0,0
114,0,0,114,0,21,17,0,0,242,25,17,0,0,0,0,0
115,0,7,88,0,23,26,0,0,199,65,18,0,0,0,0,0
116,0,0,84,1,22,28,0,0,192,86,22,0,0,0,0,0
117,0,0,85,1,20,23,0,0,194,86,31,0,0,0,0,0
118,0,0,82,0,19,22,0,0,191,79,46,0,0,0,0,0
119,2,0,91,0,0,14,0,0,200,37,59,0,0,0,0,0
120,11,0,87,0,0,1,7,0,202,45,75,0,0,0,0,0
121,11,0,81,0,0,0,0,0,189,43,77,0,0,0,0,0
122,8,0,89,0,23,0,0,0,199,49,74,0,0,0,0,0
123,2,0,80,0,30,0,0,0,184,101,62,0,0,0,0,0
124,1,0,74,0,22,0,0,0,175,100,60,0,0,0,0,0
125,2,0,74,0,19,0,0,0,177,35,62,0,0,0,0,0
126,3,0,85,0,17,0,0,0,194,79,64,0,0,0,0,0
127,4,0,88,0,24,0,0,0,200,71,65,0,0,0,0,0
128,5,0,88,0,31,0,0,0,200,69,66,2,0,0,0,0
129,4,0,97,0,35,0,0,0,211,57,65,11,0,0,0,33
130,3,0,93,0,57,1,0,0,203,30,61,1,0,0,0,16
131,0,0,74,0,82,0,0,0,172,36,50,0,2,0,0,2
132,0,0,75,0,85,0,0,0,174,45,41,0,1,3,0,0
133,0,0,76,0,85,6,0,0,180,28,34,0,0,19,0,0
134,0,0,100,0,91,16,0,0,207,54,18,0,0,29,0,21
135,0,0,122,0,90,16,0,0,251,81,8,0,0,31,0,9
136,0,0,173,1,98,10,0,0,255,83,0,0,0,36,0,9
137,0,0,201,0,92,7,0,0,255,42,0,7,1,31,0,17
138,0,0,198,0,73,0,0,0,255,7,0,10,7,33,0,1
139,0,0,164,0,70,0,0,0,255,19,0,4,6,30,0,0
140,0,0,129,0,46,0,0,0,254,21,0,0,12,26,0,3
141,0,0,82,0,21,0,0,0,182,25,0,0,29,16,0,12
142,0,0,54,0,61,34,0,0,140,35,0,0,36,3,0,12
143,0,0,31,0,72,87,0,0,98,38,12,0,34,6,0,18
144,0,0,22,0,54,117,0,9,82,52,0,0,28,16,0,32
145,0,0,9,0,19,138,0,0,59,46,0,0,18,29,0,30
146,0,0,1,0,4,116,0,0,46,42,0,0,15,56,0,23
147,0,0,0,0,44,85,0,0,34,50,0,0,18,74,0,21
148,0,0,0,0,79,62,0,0,21,52,0,0,23,85,9,10
149,0,0,23,0,76,74,0,0,26,77,0,0,32,96,12,32
150,0,0,0,0,86,118,0,0,39,39,0,0,47,120,10,31
151,0,0,0,0,88,148,0,0,43,33,0,0,60,127,10,25
152,0,0,0,0,81,195,0,0,36,34,0,3,85,132,4,54
153,0,0,2,0,72,200,0,0,47,41,0,11,96,136,0,41
154,0,0,0,0,68,189,0,0,43,48,0,17,102,137,0,49
155,0,0,0,0,70,158,0,0,25,43,0,14,103,140,5,39
156,0,0,0,0,77,120,0,2,29,49,0,5,91,147,0,59
157,0,0,0,0,62,99,0,2,11,29,0,3,73,156,0,55
158,0,0,0,0,52,150,0,0,26,49,8,0,58,163,0,28
159,0,0,0,0,85,208,0,0,13,37,0,0,57,164,0,9
160,0,0,0,0,116,213,0,0,19,39,0,0,71,161,0,22
161,0,0,0,0,125,188,0,0,14,41,0,0,85,155,0,21
162,0,0,0,0,112,155,0,0,21,51,0,0,90,150,0,24
163,0,0,0,0,81,76,0,0,29,33,0,0,93,134,0,13
164,0,0,0,0,59,9,0,0,25,30,0,0,83,125,0,9
165,0,0,0,0,70,0,0,0,21,19,0,0,70,117,0,0
166,0,0,0,0,86,15,0,0,72,31,0,0,59,112,0,0
167,0,0,0,0,46,48,0,0,41,26,0,0,38,112,0,0
168,0,0,13,0,40,64,0,0,69,36,0,0,15,103,0,10
169,0,0,10,0,79,66,0,0,66,33,0,0,1,93,0,16
170,0,0,5,0,98,45,0,0,57,26,0,0,1,86,0,18
171,0,0,0,0,89,37,0,0,36,26,0,32,12,84,5,21
172,0,0,10,0,66,69,0,0,65,33,0,0,28,86,12,14
173,0,0,12,0,56,86,0,0,68,28,0,0,36,86,29,3
174,0,0,1,0,29,97,0,0,45,44,0,0,51,79,11,4
175,0,0,0,0,18,63,0,0,36,46,0,0,63,73,0,0
176,0,2,9,0,30,6,0,0,61,30,0,0,65,63,0,0
177,0,0,6,0,67,1,19,0,54,22,0,0,68,52,5,2
178,0,0,6,0,128,65,0,0,75,49,0,0,72,33,0,0
179,0,0,13,0,157,99,0,0,67,57,0,0,76,26,0,2
180,0,0,24,0,193,128,0,0,87,19,0,6,82,23,3,7
181,0,0,28,0,179,108,0,0,93,6,0,0,90,35,0,8
182,0,0,29,0,134,48,0,0,95,0,0,0,98,46,0,0
183,0,0,29,0,104,27,0,0,94,7,0,0,105,54,0,3
184,0,0,13,0,110,56,0,0,66,2,0,0,102,53,0,2
185,0,0,0,0,124,42,0,0,59,18,0,0,95,58,0,31
186,0,0,5,0,151,41,0,0,54,22,0,0,93,60,10,39
187,0,0,17,0,168,63,0,0,75,30,0,0,96,55,0,23
188,0,0,47,0,171,69,0,0,127,35,0,9,88,47,0,19
189,0,0,60,0,174,63,0,0,147,4,0,13,74,37,0,14
190,0,0,70,0,186,63,0,0,164,11,0,0,66,32,1,9
191,0,0,39,0,193,79,0,0,108,30,0,0,70,39,0,32
192,0,0,6,0,191,88,0,0,53,35,0,1,80,54,5,42
193,0,0,0,0,166,91,63,0,44,76,0,1,88,59,5,28
194,0,0,1,0,115,81,0,0,50,64,0,0,91,54,27,24
195,0,0,10,0,67,54,0,0,64,63,0,0,81,42,18,11
196,0,0,4,0,54,35,0,0,54,38,0,0,74,30,4,10
197,0,0,9,0,36,32,0,0,63,16,0,0,71,13,9,0
198,0,0,8,0,59,69,0,0,63,26,0,0,70,0,0,29
199,0,0,19,0,72,106,0,0,77,48,0,0,72,0,0,13
200,0,0,24,0,74,115,0,0,88,39,0,0,69,0,0,27
201,0,0,45,2,69,124,0,0,125,92,0,0,66,0,0,54
202,0,0,36,5,51,119,0,3,104,94,0,0,60,0,0,60
203,0,0,5,0,31,130,0,0,55,70,0,0,58,0,0,39
204,0,0,1,0,34,190,0,0,46,46,0,0,59,0,0,25
205,0,0,0,0,50,253,0,0,58,43,3,2,63,0,6,24
206,0,0,0,0,46,255,0,0,36,86,5,0,67,0,0,28
207,0,0,4,6,21,243,0,0,53,97,7,0,71,0,0,42
208,0,0,29,3,24,195,0,0,94,90,11,0,68,0,40,41
209,0,0,45,0,22,163,0,0,121,48,13,0,51,0,0,11
210,0,0,36,0,12,141,0,0,103,32,18,0,43,0,0,35
211,0,0,18,0,27,103,0,0,121,23,22,0,7,0,0,23
212,0,0,7,0,54,60,0,0,57,37,27,0,0,0,0,0
213,0,0,7,0,76,40,0,0,59,2,35,0,11,0,0,0
214,0,0,16,0,64,79,0,0,73,2,41,0,24,0,0,0
215,0,0,16,0,17,116,0,0,71,1,46,0,26,0,0,0
216,0,0,2,0,0,131,0,0,44,6,49,0,15,0,0,0
217,0,0,0,0,9,137,0,0,14,19,56,0,0,0,0,1
218,0,0,0,0,12,135,0,0,24,28,46,0,0,0,0,0
219,0,0,0,0,12,107,39,0,28,38,42,0,0,0,0,0
220,0,0,0,0,37,61,0,0,44,37,47,0,0,0,0,0
221,1,0,0,0,86,38,0,0,36,58,58,0,0,0,0,0
222,2,0,0,0,115,22,0,0,34,49,61,0,0,0,9,0
223,7,0,0,0,117,16,0,0,14,58,70,0,0,0,10,0
224,7,0,0,4,97,48,0,0,34,94,71,0,0,0,15,0
225,7,0,3,11,65,87,0,0,53,107,72,0,0,0,12,0
226,8,0,13,0,38,89,0,0,70,70,73,0,0,0,9,0
227,8,0,17,0,33,65,0,0,79,47,73,0,0,0,7,0
228,5,0,35,0,34,29,0,0,105,25,67,0,0,0,0,3
229,5,0,47,0,76,45,0,0,127,29,65,0,0,9,1,0
230,5,0,56,0,72,86,0,0,141,27,66,0,0,27,9,3
231,4,0,42,4,66,130,0,0,117,98,63,0,0,43,19,0
232,2,0,50,4,78,168,0,0,133,94,59,0,0,60,45,0
233,0,0,49,0,97,164,0,0,127,33,51,0,0,63,31,0
234,0,0,18,0,104,135,0,0,75,63,43,0,3,60,19,0
235,0,0,11,0,96,110,0,0,63,59,37,0,6,63,8,0
236,0,0,2,0,87,68,0,0,50,38,19,0,12,66,0,19
237,0,0,2,0,75,47,0,0,49,56,5,3,24,75,0,0
238,0,0,9,0,74,50,0,0,59,39,0,2,35,84,1,0
239,0,0,12,0,78,51,0,0,66,90,0,0,38,85,18,22
240,0,0,26,0,77,71,0,0,89,43,0,0,36,90,25,31
241,0,0,18,0,73,97,0,0,73,31,0,0,34,81,23,4
242,0,0,0,0,75,109,0,0,37,8,0,0,22,79,16,13
243,0,0,4,0,70,102,0,0,52,29,0,0,0,89,0,9
244,0,0,0,0,59,86,0,0,29,33,0,0,0,100,0,20
245,0,0,3,0,71,89,0,0,52,28,0,0,9,107,0,3
246,0,0,13,0,58,89,0,0,68,27,0,0,22,103,0,0
247,0,0,17,0,24,96,0,0,75,31,0,0,44,87,0,7
248,0,0,13,0,10,113,0,0,67,26,0,0,67,73,0,16
249,0,0,2,0,17,119,0,0,50,20,0,0,83,60,0,12
250,0,0,5,0,39,105,0,0,52,52,0,0,85,63,0,1
251,0,0,0,0,60,85,0,0,45,69,0,12,71,76,0,1
252,0,0,14,24,45,43,0,0,69,139,0,22,58,97,0,13
253,0,0,9,39,5,26,0,0,63,179,0,23,60,109,6,0
254,0,0,20,56,52,15,0,0,81,215,0,26,79,131,0,9
255,0,0,9,53,87,6,0,0,62,212,0,22,100,146,0,29
256,0,0,0,57,81,0,0,0,40,223,0,15,115,162,11,29
257,0,0,0,37,42,0,0,0,67,202,0,12,113,166,3,18
258,0,0,0,22,9,18,0,0,78,180,0,24,102,180,0,21
259,0,0,0,25,13,27,0,0,60,180,0,2,87,181,0,27
260,0,0,0,20,9,38,0,0,74,169,0,0,61,167,0,24
261,0,0,1,28,29,60,0,0,51,191,0,0,36,167,0,26
262,0,0,7,41,20,87,0,0,58,211,0,0,21,165,0,16
263,0,0,0,46,4,95,0,0,45,233,0,0,25,178,9,15
264,0,0,9,36,0,106,0,0,68,229,0,0,54,181,2,23
265,4,0,20,43,18,112,0,0,94,248,0,0,90,186,19,9
266,0,0,30,65,21,97,0,0,96,255,0,0,103,208,0,40
267,0,0,18,96,23,83,0,0,75,255,63,1,109,213,13,51
268,0,0,8,108,36,74,0,0,62,255,0,15,107,218,2,52
269,0,0,6,130,44,75,0,0,59,255,41,16,90,219,5,52
270,0,0,12,139,40,72,0,0,67,255,0,0,81,216,2,50
271,0,0,0,147,24,50,43,0,40,255,0,0,78,217,0,31
272,0,0,7,144,9,39,0,0,94,255,0,12,82,215,0,30
273,0,0,20,155,9,44,0,0,80,255,0,18,82,198,0,45
274,0,0,31,153,0,46,0,0,98,255,0,17,72,177,63,30
275,0,0,17,158,0,43,0,0,75,255,0,3,49,156,9,30
276,0,0,16,148,11,46,0,0,74,255,0,0,23,153,12,30
277,0,0,9,148,11,54,0,0,65,255,0,0,18,156,22,33
278,0,0,13,149,0,47,0,0,70,255,0,1,29,142,3,20
279,0,0,6,138,0,32,0,0,58,255,0,0,39,134,0,9
280,0,0,0,134,10,19,0,0,31,255,0,0,38,100,14,15
281,0,0,0,121,8,6,0,0,30,255,0,0,35,73,0,17
282,0,0,17,108,10,0,0,0,78,255,0,0,35,60,0,17
283,0,0,30,81,13,0,0,0,95,255,0,0,32,42,0,21
284,0,0,30,37,19,23,0,0,99,249,0,0,23,39,0,28
285,0,0,24,0,8,38,0,0,88,147,0,0,22,44,0,14
286,0,0,15,0,5,15,0,0,72,43,0,0,28,52,0,21
287,0,0,3,0,40,0,0,12,50,7,0,0,29,58,0,77
288,0,0,1,0,85,0,0,28,51,0,0,0,33,61,0,104
289,0,0,7,0,114,0,0,42,59,0,0,0,46,65,6,132
290,0,0,10,0,112,0,0,57,61,0,0,0,52,64,25,159
291,0,0,0,0,65,0,0,57,29,0,0,0,60,60,33,161
292,0,0,0,0,33,0,0,58,29,0,0,0,64,48,28,162
293,0,0,0,0,24,7,0,63,36,0,0,0,63,32,37,172
294,0,0,0,0,9,17,20,72,40,26,0,0,55,22,40,189
295,0,0,16,0,27,26,0,71,72,0,0,0,33,17,31,186
296,0,0,28,0,45,31,0,70,91,32,0,0,16,12,21,183
297,0,0,10,0,23,50,0,68,61,0,0,0,17,5,9,176
298,0,0,3,0,0,95,0,52,52,15,0,2,23,4,3,145
299,0,0,8,0,8,123,0,34,59,23,0,1,27,7,4,113
300,0,0,12,0,14,155,0,2,64,21,0,0,29,14,0,57
301,0,0,2,0,7,177,0,0,50,19,0,0,23,16,0,24
302,0,0,0,0,0,200,0,0,13,12,0,0,0,13,0,8
303,0,0,12,0,0,235,0,0,67,13,0,0,0,4,0,30
304,0,0,16,0,0,255,0,0,72,10,0,0,0,0,0,41
305,0,0,0,0,8,255,0,2,41,0,0,0,0,0,0,57
306,0,0,3,0,20,255,0,5,52,10,0,0,7,0,0,63
307,0,0,0,0,24,254,0,4,43,8,0,0,17,0,0,60
308,0,2,0,0,23,215,0,0,37,46,0,1,19,0,0,37
309,0,0,0,0,29,194,1,0,17,40,0,0,20,2,48,34
310,0,0,0,0,48,182,0,0,5,22,0,16,16,10,0,16
311,0,0,0,0,55,171,0,0,26,6,0,0,10,12,0,13
312,0,0,0,0,46,153,0,0,43,8,0,0,7,11,0,6
313,0,0,0,0,34,150,0,0,41,29,0,0,5,2,0,11
314,0,0,0,0,22,142,0,0,23,26,0,0,5,0,0,1
315,0,0,0,0,24,125,0,0,20,17,0,0,10,0,63,7
316,0,0,0,0,20,121,0,0,57,8,0,0,18,0,0,3
317,0,0,0,0,30,116,0,0,70,11,0,0,26,0,0,0
318,0,0,0,0,36,120,0,0,42,12,0,0,31,0,0,0
319,0,0,0,0,38,120,0,0,32,4,0,0,30,0,0,0
320,0,0,0,0,35,111,0,0,45,0,0,0,29,0,0,0
321,0,0,0,0,26,74,0,0,26,3,0,0,30,0,0,0
322,0,0,0,0,19,31,0,0,31,13,0,8,31,0,0,11
323,0,0,0,0,9,20,0,0,36,23,0,17,29,0,4,17
324,0,0,0,0,23,47,20,0,34,0,0,15,26,0,0,17
325,0,0,0,0,51,76,0,0,26,0,0,0,30,0,0,5
326,0,0,0,0,80,103,0,0,30,9,0,0,32,0,0,0
327,0,0,0,0,87,128,0,0,24,30,0,0,29,0,0,0
328,0,0,0,0,66,156,0,0,11,57,0,0,19,0,0,0
329,0,0,0,0,39,165,0,0,88,48,0,0,13,0,0,0
330,0,0,12,0,7,164,0,0,67,21,0,0,5,0,0,0
331,0,0,60,0,27,154,0,0,149,33,0,7,3,0,0,0
332,0,0,66,0,50,142,0,0,161,20,0,0,1,0,0,8
333,0,0,87,0,71,139,0,0,193,5,0,0,0,1,0,0
334,0,0,104,0,90,146,0,0,223,0,0,0,1,1,0,7
335,0,0,184,0,103,160,0,0,255,0,0,0,4,14,0,19
336,0,0,253,0,107,153,0,0,255,0,0,0,8,28,9,26
337,0,0,255,0,84,115,0,0,255,1,0,0,13,39,14,24
338,0,0,255,0,57,72,0,0,255,9,0,11,17,45,10,16
339,0,0,255,0,33,51,0,0,255,3,0,22,20,49,0,13
340,0,0,255,0,18,50,0,0,255,12,0,21,32,51,0,0
341,0,0,255,0,6,51,0,0,255,19,0,0,43,46,0,1
342,0,0,255,0,1,51,0,0,255,19,0,5,43,38,0,0
343,18,0,255,0,0,44,0,0,255,17,0,6,41,34,0,32
344,0,0,255,0,0,35,0,0,255,0,0,9,42,32,6,15
345,0,0,246,0,19,7,0,0,255,0,0,13,54,26,0,18
346,0,0,225,0,59,0,0,0,255,4,0,33,54,13,14,9
347,0,0,237,0,81,0,0,0,255,23,0,53,47,6,0,17
348,0,0,225,0,100,0,0,0,255,35,0,54,35,7,3,10
349,0,0,213,0,126,14,0,0,255,15,0,41,20,15,0,37
350,0,0,205,0,130,7,0,2,255,0,0,48,14,19,4,60
351,0,0,198,0,139,1,0,0,255,7,0,54,9,26,15,31
352,0,5,185,0,174,22,0,0,255,37,0,65,2,28,10,8
353,0,9,153,0,208,29,0,0,255,17,0,71,0,31,9,14
354,0,8,138,0,219,32,0,0,255,13,0,70,0,42,38,17
355,0,5,120,0,201,46,0,0,247,25,0,64,0,28,22,20
356,0,0,112,0,176,56,0,0,235,17,0,70,0,14,9,20
357,0,2,123,0,190,46,3,0,253,26,0,67,0,8,7,2
358,0,15,143,0,207,44,0,9,255,34,0,84,0,0,8,5
359,0,35,192,0,202,53,0,0,255,18,0,121,0,0,6,6
360,0,51,209,0,176,62,0,0,255,16,0,158,0,0,0,12
361,0,67,202,0,140,61,4,0,255,12,0,185,0,0,0,13
362,0,63,189,0,117,51,0,0,255,10,0,178,0,0,0,12
363,0,59,125,0,114,33,0,0,249,11,0,171,0,0,0,14
364,0,50,54,0,145,18,0,0,136,26,0,152,0,0,0,17
365,0,43,28,0,179,14,0,0,96,19,0,139,0,0,0,25
366,0,43,36,0,186,27,0,0,110,38,0,142,0,0,0,19
367,0,45,15,0,151,55,0,0,75,0,0,146,0,0,0,9
368,0,48,12,11,140,79,0,0,69,1,0,150,1,0,0,16
369,0,52,29,0,145,112,0,0,94,29,0,158,0,0,0,13
370,0,62,25,0,140,138,0,0,89,2,0,178,0,0,0,0
371,0,56,16,0,141,162,0,0,74,0,0,164,0,0,0,5
372,0,42,7,0,141,195,0,0,57,0,0,135,0,0,0,13
373,0,29,15,0,117,228,0,0,70,0,0,106,0,0,0,3
374,0,10,22,0,116,241,0,0,84,3,0,72,0,0,0,7
375,0,0,36,0,162,229,0,0,105,6,0,40,0,0,0,2
376,0,0,48,0,191,205,0,0,127,1,0,49,0,0,0,14
377,0,0,43,0,216,199,0,0,121,12,0,48,4,0,0,14
378,0,0,25,0,243,214,0,0,92,28,0,34,20,0,0,0
379,0,0,45,0,232,220,0,0,125,35,0,40,28,0,0,0
380,0,0,50,0,202,222,0,0,134,34,0,39,37,0,0,0
381,0,0,59,0,136,205,0,0,146,21,0,39,36,0,0,0
382,0,0,65,0,82,171,0,0,154,18,0,41,23,0,0,0
383,0,0,27,0,59,149,0,0,86,6,0,35,3,0,7,13
384,0,0,29,0,64,155,0,0,94,0,13,37,0,0,0,22
385,0,0,13,0,93,165,0,0,66,12,0,27,0,0,0,28
386,0,0,19,0,109,191,0,0,78,25,0,14,0,0,0,21
387,0,0,23,0,109,228,0,0,85,35,0,7,3,0,0,1
388,0,0,45,0,105,247,0,0,121,37,0,28,7,0,0,0
389,0,0,42,0,103,245,0,0,115,29,0,31,9,0,0,13
390,0,0,36,0,105,243,0,0,104,2,0,17,11,0,3,38
391,0,0,40,0,101,255,0,0,111,0,0,0,6,8,0,32
392,0,0,38,0,108,208,0,0,110,0,0,0,0,13,0,20
393,0,0,58,0,100,147,0,0,148,9,0,0,0,30,0,16
394,0,0,63,0,104,91,0,0,154,4,0,0,1,51,0,5
395,0,0,47,0,115,88,0,0,126,13,0,0,19,68,25,8
396,0,0,43,0,127,86,0,0,150,12,0,8,30,71,0,12
397,0,0,15,0,145,62,0,0,71,1,0,9,37,82,0,35
398,0,0,24,0,169,72,0,0,90,29,0,4,37,80,0,51
399,0,0,43,0,185,77,0,4,118,1,0,0,30,77,8,59
400,0,0,14,0,182,74,0,0,68,0,0,0,21,56,0,39
401,0,9,0,0,170,59,0,0,27,0,0,0,25,43,0,18
402,0,0,0,0,156,28,15,0,21,3,0,0,34,40,0,1
403,0,0,0,0,140,23,0,0,39,19,0,63,45,47,0,7
404,0,0,0,0,112,28,0,0,40,19,0,0,55,54,0,21
